"","BrFactor_ADAPT","PoyntingFluxPerBsi"
"1",0,0.584182068944266
"2",0.00416816005610863,0.0497695618461837
"3",0.0103027742599404,0.411269943617043
"4",0.0157313060685817,0.857316646941839
"5",0.0214352542620205,0.21957983344434
"6",0.0290077643538759,0.676003427547917
"7",0.0388981550696394,0.319434974146753
"8",0.0460606711673619,0.784336114058676
"9",0.0510900592172715,0.0927465617527363
"10",0.0579888388015171,0.519483681752458
"11",0.0656041451147228,0.975648116685428
"12",0.0717730207001644,0.17882564298979
"13",0.0812157478099802,0.442373574328981
"14",0.0894015952082802,0.735369544673021
"15",0.0976953786435692,0.254615330508465
"16",0.106077775850739,0.612890493462035
"17",0.111827675155683,0.0039442370411418
"18",0.116223416807555,0.932708941761836
"19",0.123787333904995,0.362187503030755
"20",0.133197005247063,0.815264822781058
"21",0.142182221245228,0.487187272825001
"22",0.150471458155853,0.147789432675896
"23",0.156924115742973,0.700904203645158
"24",0.168367395527064,0.894258605281762
"25",0.173763701333223,0.296433611746115
"26",0.183124275611021,0.562067729138079
"27",0.191018656887847,0.0651166242882907
"28",0.197154762426713,0.7621968645839
"29",0.20554506333004,0.387196209459218
"30",0.211699488426698,0.989473922580814
"31",0.220547052600001,0.654441746248531
"32",0.227863882444058,0.204961071980443
"33",0.238083918485667,0.461310771808609
"34",0.245962932766013,0.843933956857967
"35",0.257053004208597,0.594719709901362
"36",0.265323570033845,0.114622802538293
"37",0.272884229704059,0.948970442150059
"38",0.281867069135938,0.533564463355501
"39",0.290992273689512,0.271148754803059
"40",0.298813688121073,0.718622325899378
"41",0.304888225958325,0.0243793491221214
"42",0.313743735361695,0.426087896570648
"43",0.321435373444486,0.877923662814407
"44",0.329194227650188,0.163467542679112
"45",0.337285656374859,0.637626037840619
"46",0.346242140162099,1
"47",0.352541609981711,0.336010369160756
"48",0.361229411452343,0.798986111808189
"49",0.368216172152257,0.080355059653736
"50",0.376728868886874,0.510176569856657
"51",0.386212472386067,0.918030365510496
"52",0.392696615399329,0.245064091480742
"53",0.40136489830397,0.684579574388218
"54",0.411457954314155,0.402857247028973
"55",0.419098833898169,0.0100711745649881
"56",0.426416494494533,0.824942694467217
"57",0.435584511947518,0.133414691493653
"58",0.443730679642995,0.477554259051947
"59",0.453206394657154,0.744151883432506
"60",0.461141533768351,0.310278641115392
"61",0.467090673230483,0.961864855862725
"62",0.476322138728612,0.621139679583406
"63",0.485865979116686,0.18737117078209
"64",0.494200855295047,0.863958200027151
"65",0.504221338777366,0.552552511349007
"66",0.510847575583081,0.0394486567343942
"67",0.520433341949235,0.354325953384298
"68",0.528962188817075,0.775966576184455
"69",0.539429607383749,0.226600154395849
"70",0.544841819388552,0.983074821191542
"71",0.553115884490613,0.662666611402349
"72",0.563701174986125,0.451484322230656
"73",0.571735532834251,0.099738672030348
"74",0.577449290828495,0.902336473178815
"75",0.588822458977835,0.603483611896063
"76",0.597894614086982,0.288408821821144
"77",0.608161972603833,0.836021118389447
"78",0.614213414106009,0.0574969544661101
"79",0.623507662599394,0.378451922519737
"80",0.632553906759841,0.727657724483908
"81",0.639593906245318,0.171777665050753
"82",0.64824483026272,0.500243740610996
"83",0.656807314374441,0.94093999037233
"84",0.662484786934152,0
"85",0.671320534092058,0.57854189736267
"86",0.679946558364748,0.261158613535132
"87",0.688544609204373,0.790832207629775
"88",0.69604692701323,0.122885083756469
"89",0.705173835999067,0.434828120919262
"90",0.716045512108225,0.69377640902682
"91",0.722192158328602,0.0307382624242844
"92",0.730604893184304,0.325252629203191
"93",0.736423267565143,0.885771531410409
"94",0.746227690861885,0.542043317836404
"95",0.754884700207275,0.196870708151177
"96",0.760321464238994,0.970891293142352
"97",0.770889283127446,0.75352584525676
"98",0.778486123722229,0.394608576945202
"99",0.787253353375293,0.072199766355016
"100",0.794986334333916,0.629532174366825
"101",0.804005862046429,0.237638162328272
"102",0.81056331839888,0.926080864801079
"103",0.818738161998675,0.4686835068368
"104",0.827885571628355,0.141715364389266
"105",0.83442496305314,0.808879160463886
"106",0.842447637710138,0.344920165887559
"107",0.851719633706627,0.0159647907133854
"108",0.857058200385538,0.671224992264531
"109",0.865548334341279,0.995148723276425
"110",0.871024580046924,0.277683415208652
"111",0.880210359337736,0.524548461776112
"112",0.888721537286024,0.850410864964778
"113",0.893771699568801,0.108441121770678
"114",0.902859849558993,0.418285177705136
"115",0.911858428274112,0.711411985490274
"116",0.91917530956331,0.21347724000975
"117",0.924422540179087,0.955256985444365
"118",0.933046866196719,0.568293583768455
"119",0.939354665559049,0.0456491529917796
"120",0.948203135546274,0.368964218252511
"121",0.954909723048904,0.910125452127715
"122",0.961993839183151,0.157675969988234
"123",0.969077044306508,0.768578561172015
"124",0.977599235020233,0.3028000005754
"125",0.984953808834359,0.646363445005225
"126",0.991336201199376,0.0867966419784595
"127",0.995244642654503,0.871287065875992
"128",1,0.491802293874867
